,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
874,spoken,"[0.0418732592370361, -0.0212635971001873]","[-0.0223069672333691, -0.0017193731106034]",-0.854192423602195,-1.0,0.8325546111576977
875,sponge,[-0.1079774471800192],[-0.1128704904597664],1.0,,
876,stage,"[-0.0082145229680463, -0.0770248837034159]","[0.0100222414877707, -0.0577877169260147]",0.9616144723894818,1.0,0.0
877,starred,[0.0437391148880124],[-0.0050923635728206],-1.0,,
878,started,"[-0.0636655506677925, -0.004051140975207]","[-0.0303285236826185, -0.0446423684432621]",0.6133452736451311,-1.0,0.8325546111576977
879,stayed,[-0.0156736504286527],[-0.003031391983751],1.0,,
880,stepfather,[0.1195852900855243],[0.0335631917033337],1.0,,0.0
881,stinky,[0.2625186448931345],[0.009652867893607],1.0,,0.0
882,stolen,[0.2050287408055737],[0.031000789023382],1.0,,0.0
883,stop,[0.0403144531592261],[0.0171505282970243],1.0,,0.0
884,store,"[-0.1513687472324818, -0.1106983598838269]","[-0.0529460009946004, -0.0251047328821637]",0.9822535992950904,1.0,0.0
885,stories,[-0.1493444081716006],[-0.0399870040418141],1.0,,
886,strapped,[0.0836450352799147],[0.0632221423748053],1.0,,0.0
887,straw,[0.0635559906198371],[-0.029847136758557],-1.0,,
888,street,"[-0.1426728785882005, -0.0431517571560107]","[-0.0988442262251853, -0.0426035825950616]",0.9935939351647204,1.0,0.0
889,strong,[0.1660151625983417],[-0.0032613440571449],-1.0,,
890,struggled,[0.1464008543407544],[-0.0094453601559235],-1.0,,
891,student,"[-0.0284471148625016, 0.0651313492562621]","[-0.0031981616353951, -0.0224842218185248]",-0.8509074051571437,-1.0,0.8325546111576977
892,studies,[0.1179924991447478],[0.0023798955919298],1.0,,0.0
893,study,[-0.0308444059919565],[0.0029357198211166],-1.0,,
894,stumbled,[-0.0519173196516931],[0.0937641705772311],-1.0,,
895,stupid,[0.2404136448167264],[0.0776649212666295],1.0,,0.0
896,subprime,[0.2969937070738524],[0.073045138998924],1.0,,0.0
897,such,"[0.0264700372936204, -0.0973001210950315]","[0.0365789119748796, 0.0216229776345615]",-0.265050692128288,1.0,0.387472306948336
898,sugar,[-0.1844882000586949],[0.0113051237899986],-1.0,,
899,sushi,[0.0732573045970639],[0.0992715874159212],1.0,,0.0
900,swan,[-0.0296643209876492],[-0.0173592960662903],1.0,,
901,swear,[0.1432016934268176],[-0.0167017329047897],-1.0,,
902,sweden,[0.0259937543596606],[-0.0034114588050002],-1.0,,
903,swimmer,[-0.068173318519257],[0.0825337682717326],-1.0,,
904,systems,[-0.0955258936737664],[0.0394052111522373],-1.0,,
905,t,"[0.0289679687120951, 0.1551911476999521, 0.0642559294610691, 0.3413501266622916]","[0.0083546081169222, 0.0302317878177763, 0.0019219097029864, -0.0102617882731933]",0.1232390804032767,-0.4082280834024134,0.5219369956519208
906,taiwan,[-0.094241174403578],[-0.0212790705901402],1.0,,
907,take,[-0.0184649238944984],[-0.0109594799754436],1.0,,
908,talents,[-0.1237272496800869],[-0.0345097568901123],1.0,,
909,talked,[0.0676909584435634],[0.0799732501814336],1.0,,0.0
910,talks,[0.0896175852976739],[-0.0455844787340377],-1.0,,
911,tan,[0.1978233288391493],[-0.0465475540493193],-1.0,,
912,taste,[0.0071780375437811],[0.0286949558463013],1.0,,0.0
913,tastes,[0.0211493424139916],[0.0188888173032798],1.0,,0.0
914,taught,[0.0121903435792773],[0.005504115733305],1.0,,0.0
915,taxes,[0.0539922225289046],[0.0645831042828325],1.0,,0.0
916,tea,[-0.0437204957124777],[0.0070709338910535],-1.0,,
917,teach,[0.0065238606621278],[-0.0049222957296651],-1.0,,
918,teacher,[0.0332286687698797],[0.0232882600320492],1.0,,0.0
919,tell,[0.1550108175724744],[0.0235558543964084],1.0,,0.0
920,territory,[0.0268560943077318],[-0.0119341762011536],-1.0,,
921,text,[-0.0892832587123848],[-0.0295030864602298],1.0,,
922,that,"[0.0557455157977528, 0.0109454523772001, 0.0985013842582702, 0.0958554622484371, 0.0066629813518375, 0.0024258363991975, 0.0340826737228781, 0.0147857558913528, 0.1290892982506193, 0.0297420608112588, 0.0765453898347914, -0.0276238632504828]","[-0.0071248339734416, -0.0389228297101062, 0.0094120352560672, 0.0155780638162821, -0.0080410041972461, 0.0667249145081058, 0.0120253861816119, 0.0120253861816119, -0.0184757274456211, -0.0007829555364271, 0.0185072054084998, 0.0234616712736161]",0.03356754090563621,-0.22699566740240917,0.35243707013336395
923,the,"[0.0232645345386117, -0.0018168636597692, 0.0083797668048646, -0.0112252486287616, 0.0211308940779417, 0.0132873362163081, -0.0412577576935291, 0.0450262393569573, -0.0356504439259879, 0.022640996845439, 0.041779885534197, 0.0590630004880949, 0.0240258601261302, 0.0238255893345922, 0.0468848009477369, 0.0291084831114858, 0.1268353933774051, 0.1746208020485937, 0.074806087766774, 0.03447688484448, 0.0449199846480041, 0.0862562975380569, 0.0930657793651335, 0.028031671536155, -0.0039989620563574, -0.0473778471350669, 0.0594410384073853, 0.0880316826514899, -0.002247845288366, 0.0477340496145188, 0.004758485360071, 0.0299602892482653, -0.0572665412910282, 0.0425174601841717, 0.0042418293887749, 0.1044751827139407, 0.1342211446899455, 0.0138511126860976, 0.1167471274384297, 0.0128764142282307, 0.0887376558966934, 0.0337614172603935, 0.0252208092715591, 0.0497764026222284, -0.0097940277773886, -0.008831167826429, 0.0176360042532905, 0.0449264734052121, -0.0286683512385934, 0.0649794407654553, 0.1170183701906353, 0.1178245039336616, 0.0246961498633027, 0.000513916296768, 0.049718066555215, 0.0160462921558064, 0.0063659774059487, 0.0340952975584514, 0.0450793216004967, 0.0294527900405228, 0.0144379771663807, -0.001312673150096, 0.0003880854055751, 0.0193845266112475, 0.0241197032992204, 0.0411461240146309, 0.1397486770292744, 0.0704811869072727, 0.0914117558859288, 0.0326787197263911, 0.0589536427869461, 0.0424086104612797, 0.0299815446487627, 0.0278600160963833, 0.1001398165244609, 0.1360629916889593, 0.1099682385101914, 0.1449680480873212, 0.1103553856955841, 0.0939231101365294, 0.0874864648794755, 0.0530829694471322, 0.0347306059804395]","[0.0141109588052952, 0.0373392512366044, 0.0230900266254474, 0.008484645954007, 0.0460953547438285, 0.0460953547438285, -0.0002402983320374, 0.0080272611376805, 0.0080272611376805, 0.0011666973061173, 0.0011666973061173, 0.0198451487525351, 0.0101175490501831, 0.0226125232199169, 0.0338892089608002, 0.0414738069574824, 0.0414738069574824, 0.0114546255048547, 0.0114546255048547, -0.0629143368050972, -0.0044624975339692, 0.0698700942665804, 0.0698700942665804, -0.0143663565419729, -0.0007391991766835, -0.0437322537865628, -0.0125187177349701, -0.0351360573392284, 0.0026175530871913, 0.0216343911450682, 0.0302491211376917, 0.0445180863921917, 0.0131448379974893, 0.0131448379974893, 0.0458213584503842, 0.0085948692337121, 0.0085948692337121, 0.0035805387932523, 0.0285272303735712, 0.0297638554075785, -0.0170731680934799, 0.0388215008520479, 0.0099413411338504, -0.0203340416236736, -6.474942861493446e-05, -0.0345933280619535, 0.0114563824198343, 0.0401681287879657, -0.0017837873824871, -0.0017837873824871, -0.042878688612532, -0.042878688612532, -0.0192911511242074, 0.0085511022549422, 0.0085511022549422, 0.0085511022549422, -0.0007661526014689, -0.0007661526014689, 0.0267125837719767, 0.0267125837719767, 0.0050562606495454, 0.0892093092802774, 0.0011418857902313, 0.0264604306972632, 0.0264604306972632, 0.0209368957747688, 0.0359305635908217, 0.0293254168091559, -0.0296012048802816, 0.0535660769801783, 0.0535660769801783, 0.02599454862444, -0.0097062059797767, -0.0097062059797767, 0.017622044683883, 0.017622044683883, -0.0030608836328742, -0.0044336722082341, -0.0044336722082341, -0.0044336722082341, 0.0621396872070294, 0.007786913622671, 0.007786913622671]",0.2825945402061308,0.00018687031320617742,0.21969857022568776
924,their,"[0.0910136934835463, 0.0354183528106659, 0.0038369391113519, 0.0112699517048895, -0.010824610479176, 0.0430205253651365, 0.0590665771160274]","[0.006376539079942, -0.005861264738001, -0.0502785460858071, -0.0215090803346805, -0.0218261275275694, 0.040072657608665, 0.0074845992383055]",0.26362871626158446,0.6398412694469916,0.26165435044315527
925,them,"[0.1143017333233729, 0.2192074006889015]","[0.0421875773971439, 0.1453985397473365]",0.9804129902955371,1.0,0.09265644530268054
926,theme,[-0.1303486888064071],[-0.0590915940099939],1.0,,
927,theologian,"[0.2483171984786167, 0.2443688185303472]","[-0.0203924482084098, 0.1027937408857341]",0.5493154908427916,-1.0,0.466870423111967
928,therapist,[-0.1827581871766597],[-0.0365702164851307],1.0,,
929,there,"[0.1154060050612315, -0.0225022560916841, 0.0724261226714588, 0.0144790855702012]","[0.0705978679398629, -0.0038091225536719, -0.0118018255102342, -0.0138115788301752]",0.7082159485800115,0.7188793171357392,0.4434480919098351
930,these,[0.0587823093665065],[0.0047985669326536],1.0,,0.0
931,they,"[0.1565172264818102, 0.0940626705996692, 0.0703839955385774, 0.0433328781564341, 0.1644642795436084, 0.021276851548464]","[0.0327940561812916, 0.0691603827057697, -0.052571317050688, -0.0263187731592291, 0.0947768752630113, 0.0503515073041874]",0.6246833277620748,0.48196491465645697,0.298234309088172
932,thing,[0.0323168560862541],[-0.0053908943035844],-1.0,,
933,things,[0.1753006419166922],[0.042450951264985],1.0,,0.0
934,think,"[-0.0299781310604885, 0.0840380273293703, 0.0065320941503159]","[0.016179385075407, 0.0896477336128147, 0.0037697004566542]",0.8671843626727163,0.8991407113035494,0.3094693728356699
935,this,"[0.0310355680994689, 0.0609649916295893, 0.0327509264461696, 0.0562581139965914, 0.0470176404342055, 0.0150709993904456, 0.1622654203092679]","[-0.0043475834010005, -0.0135757351802569, -0.0497648556185381, 0.0279824473861219, 0.0547736362538051, 0.0305760123622624, 0.0598804810121622]",0.5767767873418943,0.48675411196477913,0.281937802825644
936,thought,"[0.0482676823157817, 0.0068294992670416]","[0.1378653246644765, -0.0370571202166691]",0.9198317739251145,1.0,0.2121509592364237
937,time,"[-0.0158776035532355, -0.1127073187381029, -0.0829774102894589, -0.0108923290972597]","[0.0538544551274742, 0.0037800829087964, 0.0158558857881963, -0.0094435978265557]",-0.3094067361046467,0.2596437252873408,0.46724031468021016
938,to,"[0.0591304893605411, 0.0620286800985923, 0.0636952385539189, -0.0290147952036932, 0.0932311546057462, 0.037667604512535, 0.0088928765617311, 0.0181645687116542, -0.1427975711412727, -0.0591555880382657, 0.0222209272906184, -0.019652932183817, 0.0762706052046269, 0.0358400866389274, 0.0468225765507668, 0.0668254808988422, -0.017329023219645, 0.0122360765235498, 0.0586055261082947, -0.0085686730453744, -0.0105484891973901, 0.051565334200859, 0.0325046793441288, 0.0406665549962781, 0.0340711587341502, 0.0087825944647192, 0.0089916255092248, 0.0079350305677508, 0.0227859843034821, -0.0324227326636901, 0.0496297330973902, 0.0036994702604715, -0.0140189722878858, -0.0378781147301197, -0.0095748154853936, -0.0037989385746186, -0.0038221961585804, 0.027907415991649, 0.1563923946814611, 0.0120043917559087, 0.0039766021072864, -0.0008590428624302, 0.1150597974192351, 0.1065928533207625, 0.0694185778265819, 0.0037791329086758, 0.0987430159002542]","[0.0110838494371927, 0.0241065215220889, -0.0169380717900942, -0.0130216789295762, 0.0380287590387652, -0.0024116321630937, -0.0030517807162983, 0.032068189927471, -0.0534542716986741, -0.056350518567831, -0.0366187024805142, -0.0121573920166834, -0.0121573920166834, 0.0291714966354629, 0.0291714966354629, -0.001521642877532, 0.0078499909545716, 0.0173454718697566, 0.0360127255891886, -0.0120905301129989, 0.0224239967414466, 0.0016332693299805, 0.0054797332529371, 0.0031655784468131, 0.0077448105245548, -0.024599020353409, 0.0471411807492908, 0.0061596642799029, -0.0001280132024767, -0.0065539003012669, -0.0065539003012669, -0.0092411464353763, -0.032631405361205, -0.0215947462816655, -0.0135209832771628, 0.0293578466157852, 0.0238975761194677, 0.0238975761194677, -0.0028307495039895, 0.0491663049181087, 0.0612724090589851, 0.0238530999169938, -0.0288942234292771, 0.0132736373867456, -0.0003649077788123, 0.0088395425365197, 0.0411033256344267]",0.36363454902758835,0.3197385588132483,0.15838243826455856
939,today,"[-0.0581939022231381, -0.0975499061678419, -0.0380821519502205]","[0.0253185099878476, -0.0765028655568863, -0.026229002680995]",0.6883228383983765,0.6450454461332263,0.19345807221048233
940,tolerant,[-0.0014965439331717],[-0.0555013655974578],1.0,,
941,tourist,[0.0876795526128262],[0.0297788382875963],1.0,,0.0
942,towards,"[-0.0781619467306882, 0.0726533643901348, -0.0336595214903354]","[0.0043871948887154, -0.0357272382120827, 0.0269698276661027]",-0.7642510285564159,-0.7931777248499977,0.6693494853032385
943,town,"[-0.0498060924001038, 0.0030743444804102]","[-0.0204015722082922, -0.0002845986271212]",0.9971439081057529,1.0,0.0
944,traditions,[-0.0079944314202293],[0.0201197390053495],-1.0,,
945,traffic,[0.081782972354631],[0.0072599733581928],1.0,,0.0
946,transformed,[-0.1193752335384488],[-0.0633444576315973],1.0,,
947,travels,[0.0674923125188797],[-0.0170429179966957],-1.0,,
948,treat,[-0.0553232117090374],[-0.0827538108365355],1.0,,
949,trinity,[0.2118669697083532],[-0.017202595041887],-1.0,,
950,trouble,[0.4397064428776502],[0.1299052769895425],1.0,,0.0
951,try,[0.1399190659285523],[0.0269034992848202],1.0,,0.0
952,turkey,[-0.0539838148106355],[-0.033048409820576],1.0,,
953,turkish,[0.0305250638630241],[-0.0085645730473978],-1.0,,
954,turned,[-0.0078293770784512],[-0.0192996796393705],1.0,,
955,tuxedo,[0.1961026323260739],[0.0657354139366459],1.0,,0.0
956,types,[0.0641121388762258],[-0.0381880618282767],-1.0,,
957,ugly,[-0.0502806545700877],[-0.1002287127555103],1.0,,
958,understand,[0.063128906302154],[-0.0374038235488772],-1.0,,
959,undeveloped,[0.195913991999987],[0.031092222592809],1.0,,0.0
960,unique,"[-0.0668367472826503, -0.0574217544053681]","[-0.1182318661706286, 0.0708336959925731]",0.3157618407505242,1.0,0.0
961,unkind,[-0.069868906866759],[-0.0002608028312833],1.0,,
962,unnatractive,[0.0025316241662949],[0.1146098799813317],1.0,,0.0
963,unobtrusive,[0.060988824814558],[0.1820395584877477],1.0,,0.0
964,unpredictable,[0.113553307717666],[0.0608133655200621],1.0,,0.0
965,up,"[0.0101283479016274, -0.0162370322505012, 0.0085645496401411, 0.0345834142062813]","[-0.01102547443863, -0.035366367357973, -0.0084434791672412, -0.0198316630081857]",-0.17053008935027414,0.5229861636827271,0.19806398863639552
966,used,"[-0.0807440052740275, 0.0513021514052525]","[-0.0428357856051246, -0.0153739338261233]",0.6132678647614994,1.0,0.0
967,usually,"[0.0364034799858927, -0.0197954634204506, 0.0533274910703767]","[0.0058361113292992, 0.031347711116389, 0.0684934836300847]",0.6358824078012765,0.323755810476279,0.4332490906728861
968,valid,[-0.2786599594983272],[-0.2020810551488224],1.0,,
969,vampires,[0.3806150001473725],[0.1265412442533822],1.0,,0.0
970,ve,[0.0144858766288962],[-0.0196248908804637],-1.0,,
971,verdean,"[-0.0381479242350906, 0.0298732866067439]","[0.0541337207397142, -0.0317527380940771]",-0.9910533657501273,-1.0,0.8325546111576977
972,verdeans,[-0.0631037889979779],[0.037795172203358],-1.0,,
973,very,"[-0.005788424052298, 0.0060720167821273, -0.0356578780338168, 0.0356675100047141, -0.0052017897833138, 0.0067517404677346, 0.0042418438242748, 0.0433736480772495, 0.0016424283385276, 0.0193559322506189, 0.0213836431503295, -0.0104410776402801, -0.0207287808880209, 0.005499366137883, 0.0297180358320474, 0.0598546182591235, 0.0468051138450391, -0.0013514688471332, -0.0094914254732429, 0.0171793337649432, 0.0068686278464156, -0.0165441057179123, 0.0720136085728881, -0.1048378031700849, 0.0530473650433123, 0.0383807476609945]","[0.0401244498155164, 0.0199035466630719, -0.016858022582928, -0.0167237104391218, -0.0441070618267525, 0.0169477443184799, -0.0284797297849641, -0.0453091486660154, 0.0363573760430239, 0.0107337016738177, -0.025196086971192, -0.0226150410114583, 0.0038436811904002, -0.003707291909035, -0.0494673974365619, 0.0010740562783257, 0.0089872565355646, -0.0304185743087748, 0.0038708211566892, 0.003395505276041, -0.0268413753679351, 0.0073134904148115, 0.0073369065257158, -0.0461946001544724, 0.0440249210985013, -0.0096819953519151]",0.16372610229009488,0.24311274410966527,0.24495399486117475
974,villain,[0.1576111911563202],[0.0254387141603618],1.0,,0.0
975,violence,[0.3832264535303693],[0.0137359509304932],1.0,,0.0
976,violent,[0.61116196308285],[-0.0642801737176753],-1.0,,
977,virtuous,[0.0673959385603666],[-0.0092925828129427],-1.0,,
978,visit,"[0.0749964341521263, 0.0650710326153785]","[0.0604289766894135, -0.002532648382133]",0.7272143182228341,1.0,0.44351432640258814
979,visited,[0.1144291820237413],[0.0758495875299191],1.0,,0.0
980,visiting,[0.0741563325282186],[-0.0273794152443405],-1.0,,
981,voice,[-0.0285265011480078],[-0.0048607784206338],1.0,,
982,walked,[0.0092648123390972],[-0.0353580757852502],-1.0,,
983,wants,"[0.1507065503392368, 0.0402783486788393]","[0.0232775472303009, -0.0044276755615859]",0.9008267969611952,1.0,0.28164038938960684
984,warm,[-0.2248262886423617],[-0.0001197254149979],1.0,,
985,wartorn,[0.6169410715810955],[0.0009432303191473],1.0,,0.0
986,was,"[0.0586135264020413, -0.0216238079592585, 0.0105503092054277, -0.0161828595446422, -0.0588788844179362, -0.0418976936489343, 0.0300853850058047, -0.0532379918731749, 0.0367896389216184, 0.0170675734213242, 0.0020477350335568, 0.0360491144238039, -0.1591079533100128, -0.0495282329502515, -0.0094469233881682, -0.0705086442176252, 0.0088710007257759, 0.0067925578914582, -0.038993764668703, -0.0677359877154231, -0.0320564117282629, 0.006076889578253, -0.0910498108714819, -0.0144772493513301, -0.0278973896056413, -0.008575911168009, -0.0391897520748898, 0.0371781672001816, -0.0150573508581146, 0.0440486192237585, -0.0169864313211292, 0.0240370752289891, -0.1095865925308317, -0.0899671323131769, 0.0136147709563374, -0.0030994485714472, 0.0185469392563391, -0.061614741483936, 0.010884802090004, -0.0429804045706987, -0.0609733974561095, -0.0210975462396163, 0.0357711722026579, -0.0409352292772382, -0.0906235182192176, -0.0605179076083004, 0.0461693629622459, 0.0417524841614067, 0.0054092758800834, -0.0419081002473831, 0.0299639383010799, -0.12871765345335, 0.0006844029776402, -0.0969248102192068]","[0.0329806231067814, -0.0192646778039893, 0.021154205966936, -0.0080136971184911, -0.0373400416622699, -0.0354381086101046, -0.0231059741445648, -0.0179199280302397, 0.0132431721319453, 0.0132431721319453, 0.0449635390321951, 0.0449635390321951, 0.0873022685023509, -0.0252179403569999, 0.0370449567807785, -0.02728653611436, -0.0590033877506894, -0.0061440783636841, -0.0296597143358293, -0.0459571116490587, -0.0618448305754938, -0.0618448305754938, -0.0296190762488782, 0.0446836742216511, 0.0078592010804877, 0.0215452700463472, 0.0086650227954675, 0.0013145603030092, 0.0013145603030092, -0.005441131743355, -0.0095164996734617, 0.0627021763894966, 0.0627021763894966, 0.0854206282836234, -0.0121380362893061, 0.0010904131985236, 0.0142789515906697, 0.0560628451692655, 0.0122580928069162, -0.015690131277716, -0.015690131277716, -0.0027902945401115, -0.0166170342396406, 0.0512205917045944, -0.0041913877361046, -0.0412140487064216, 0.0327946154161589, -0.0472721712432475, -0.0695574868040239, 0.0121042678742786, -0.006336861793837, -0.0069991897550448, 0.0311688169589501, 0.0311688169589501]",-0.1295032895192629,-0.12113606070515623,0.2578660324391254
987,water,[-0.1257733154052402],[-0.0990070897262525],1.0,,
988,way,"[0.020601771379006, -0.0365224722772836]","[0.0061761793495364, -0.0261822968947929]",0.9605186239146374,1.0,0.0
989,we,"[-0.0581793785095214, -0.0654770312830805, 0.0085198753513395]","[0.0179070206664575, -0.0065188005845791, -0.0005315597851262]",-0.3692629996892293,-0.19536683058779752,0.5370184489752151
990,wear,[0.0750331863582687],[0.0566428133300877],1.0,,0.0
991,wearing,[0.15800996881444],[0.0641275810980393],1.0,,0.0
992,weather,"[-0.2045329511165619, -0.0618459434335818]","[-0.0497609893245942, -0.0840433656678176]",0.7367265044717229,-1.0,0.8325546111576977
993,well,"[-0.0247147169429808, 0.0213889318401925, 0.0469456923310644, 0.063096051570028, -0.0032661748118698, 0.0071232300251722, -0.0998843893758021, -0.0049498694716021]","[-0.0966260087856276, -0.0468756992008394, 0.0180769074196606, 0.0123736058971824, -0.0021006951237448, -0.0194236644774876, -0.0094334099956484, 0.0042116142162473]",0.25858589147441774,0.2959133973288409,0.2982221357401525
994,went,"[0.1549540706910193, -0.0181527769309468]","[0.0022963989600472, 0.0022644303386901]",0.6255135537905979,1.0,0.46242889834573175
995,were,"[-0.0769510144600644, 0.0506290482589975]","[-0.0098509676557347, 0.0149471452095705]",0.9186497878715715,1.0,0.0
996,when,"[-0.0448543836828321, 0.0348618476418778, 0.07202931997017, -0.0894990458036772]","[-0.0172545291996918, -0.02649253225877, 0.0089346616361683, -0.0278650747840285]",0.5411540513086187,0.6790000767484358,0.32901914384576597
997,where,"[-0.0075694953557103, 0.0307513729203492]","[0.0016708547516648, -0.0019602738396191]",-0.8940420492399236,-1.0,0.8325546111576977
998,while,[0.0549961612559855],[-0.0592412038513568],-1.0,,
999,white,"[0.0562578830091903, 0.4213637458160519]","[-0.004913646150799, 0.2768729506073061]",0.9887001431912905,1.0,0.20655756039211612
1000,who,"[0.0423191125737503, -0.0750498417764902, -0.0224042449845001, 0.0068382932804524, 0.0731044151762034, 0.0373359152581542, 0.036562006920576, 0.0348676255380269]","[-0.0041739368463652, 0.0005886891504376, 0.0148749934912097, -0.0083176320991133, 0.0464428873761764, 0.0320587426723822, 0.022437301236235, -0.0351230606089573]",0.3764395176868989,0.29080421118153676,0.31927242012609097
1001,wide,[0.0055355358399538],[0.0105778126433887],1.0,,0.0
1002,will,[-0.0248936460120603],[-0.0302159876237154],1.0,,
1003,with,"[0.0921126810171699, -0.0160884524229913, 0.0891521103767445, 0.0277423090301454, -0.0597949298098683, -0.0406655324622988, 0.0313621102759498, -0.0259815084864385, 0.0846552263828925, -0.0164787690155208, -0.03172216063831, -0.0002487249439582, 0.1249456177320098, 0.0133206872269511, 0.0275187738006934, 0.0025678874953882, 0.0041141054625768, -0.0648113255883799, 0.0029001818329561]","[0.0990164311727414, 0.0057276088393183, 0.0454069567828134, 0.0458938516797448, 0.0024888601101951, 0.0024888601101951, -0.0474773879258557, 0.0251633750905695, -0.0429777304347749, -0.0184380945614186, 0.019357510846328, -0.0302244757164388, 0.0627853986924737, -0.0216810726503958, 0.0254517110853038, -0.0046391983506021, 0.0053564238969232, -0.0111687479385888, 0.0222561443456112]",0.4564391111650127,0.41961168036317503,0.31138011476338545
1004,woke,[-0.2889099887106567],[-0.0563832887220162],1.0,,
1005,woman,"[0.1290235966444015, 0.0714470501989126, 0.2435473962686956, -0.1165127458516508, 0.0151587058207951]","[0.0856865516856531, 0.046201581403205, 0.0727394600737261, -0.0344955033709825, 0.0279276156449034]",0.9163241953378344,0.910530720771484,0.07638121483385336
1006,women,"[-0.026697467197664, 0.0655224658548832]","[-0.0080169023734934, 0.0169394413930002]",0.9984813939634061,1.0,0.0
1007,work,"[-0.0167582486756145, -0.063862248789519, 0.0228823539218865, 0.0321759593207389, -0.0717709176242351]","[-0.0024064494172253, 0.0089337445446771, -0.0316272146590299, 0.0644847182208726, -0.0473123523436344]",0.46331669688645455,0.4907025000571982,0.3245262421684592
1008,worked,[-0.0128031056374311],[-0.011330255711643],1.0,,
1009,working,"[0.081270819529891, 0.0491840727627277, 0.0808394617197336]","[-0.007489213143216, -0.0297672777797386, -0.009248307581848]",-0.7053060532526475,0.9982391728997841,0.2975259416507853
1010,works,[0.1146517656743526],[-0.071679962679082],-1.0,,
1011,world,"[0.0712091398891061, -0.0606247957912273, -0.0335877552861347, -0.0418615497037535]","[0.0780753829655268, 0.0014048546376707, -9.19791460304656e-06, -0.0091116572865073]",0.690830545141524,0.9678047919169017,0.2764128816325582
1012,worried,[0.37913261417998],[0.0952290628667219],1.0,,0.0
1013,would,[0.0525570909376256],[0.0291432211884649],1.0,,0.0
1014,wouldn,[0.0598601098645303],[0.0283520734263633],1.0,,0.0
1015,writer,"[0.0241657667793333, -0.0521072860574349, 0.0275550689257215]","[-0.0469712193945307, 0.0835197750839025, -0.0326821523480659]",-0.9903757857868247,-0.9905454439469166,0.7471159546563564
1016,xs,[-0.0617262611267506],[-0.124907926379513],1.0,,
1017,year,[-0.0153126457007601],[-0.0333462714707667],1.0,,
1018,years,"[0.1234533672686666, -0.0406581816787365]","[0.0057428380538958, -0.0498533880254882]",0.419452073589831,1.0,0.0
1019,yemen,[0.0431358978967182],[0.077265707949071],1.0,,0.0
1020,yesterday,[-0.0467127389274537],[-0.0142843775150837],1.0,,
1021,you,"[0.0942076195497065, -0.0194925575051456, 0.0537593113258481, 0.0161669687367975, 0.0525930186267942]","[-0.0418504099036643, -0.0183446610585346, 0.0652531736645494, 0.0652531736645494, -0.0454150986280298]",-0.1017565935661924,-0.2484925072485471,0.5398369392974832
1022,young,[-0.0820230115205049],[0.0449416261163041],-1.0,,
1023,your,[0.0008002197228051],[-0.0086994268603856],-1.0,,
1024,yummy,[0.3478376655839383],[0.1078315006606625],1.0,,0.0
1025,zoo,[-0.0310485748195787],[0.0211099608051279],-1.0,,
